CustomerNumber,CreditScore,City,Gender,Age,Home_Living_Since,Avg_Acc_Bal,Assets,First Loan,Co-applicant,Mon_Sal,Loan
4266,709,Bangalore,Male,31,4,73653.955,1,0,1,20430.775,0
4267,536,Bangalore,Female,34,8,0,1,1,0,85920.12,1
4268,711,Bangalore,Female,40,3,72877.455,1,1,1,50727.535,0
4269,753,Bangalore,Male,45,8,0,3,1,0,45373.97,1
4270,748,Bangalore,Male,43,4,56305.385,1,0,1,1024.275,0
4271,623,Bangalore,Female,56,7,35740.895,2,1,1,42210.67,0
4272,465,Bangalore,Male,32,5,0,2,0,1,39349.045,0
4273,640,Hyderabad,Female,33,3,38913.4,1,1,1,84272.425,0
4274,562,Bangalore,Male,74,5,43570.425,1,1,1,19675.82,0
4275,502,Chennai,Female,41,0,66001.35,1,0,1,14102.49,1
4276,536,Bangalore,Male,31,7,89005.75,2,1,0,11187.57,0
4277,670,Chennai,Female,31,4,51477.34,2,0,1,67471.225,0
4278,775,Chennai,Male,50,2,61891.625,1,1,1,67450.785,0
4279,759,Chennai,Male,29,4,50901.335,1,0,0,4346.9,0
4280,604,Bangalore,Male,32,3,74329.74,1,0,0,21218.875,0
4281,766,Chennai,Female,61,7,71362.24,1,0,1,2946.615,1
4282,554,Hyderabad,Female,40,4,56076.445,1,0,1,18121.095,0
4283,487,Bangalore,Female,52,10,44775.425,1,0,1,45038.425,0
4284,725,Bangalore,Male,34,7,37957.875,1,1,0,75253.715,0
4285,732,Chennai,Female,41,2,59444.83,2,0,0,43711.075,0
4286,623,Bangalore,Male,39,5,59394.285,1,1,0,96433.7,0
4287,781,Bangalore,Female,41,3,78277.77,1,1,1,87837.005,0
4288,714,Chennai,Male,52,1,49570.93,1,1,1,36248.025,1
4289,577,Chennai,Female,30,4,30605.59,1,1,1,72625.215,0
4290,731,Hyderabad,Female,36,1,64466.2,1,1,1,90356.26,0
4291,650,Hyderabad,Female,22,5,0,1,1,1,90311.215,0
4292,779,Bangalore,Male,31,10,40364.075,1,1,0,43153.375,0
4293,706,Hyderabad,Female,45,2,63830.23,2,1,0,75078.41,1
4294,733,Hyderabad,Male,43,3,53035.445,1,0,1,50808.715,0
4295,579,Chennai,Female,41,3,68780.19,2,1,1,42712.17,0
4296,476,Chennai,Female,33,8,55952.715,1,0,1,98610.905,1
4297,775,Bangalore,Male,39,9,63106.32,1,1,0,35098.285,0
4298,538,Hyderabad,Male,67,9,0,2,1,0,55220.25,1
4299,602,Bangalore,Male,37,7,55917.97,2,1,0,62194.805,0
4300,615,Bangalore,Male,29,8,0,2,0,0,1591.575,0
4301,700,Chennai,Female,27,3,49852.845,2,0,0,73361.86,0
4302,615,Bangalore,Male,31,1,0,2,0,0,1069.625,0
4303,544,Chennai,Male,43,2,54447.965,1,0,0,34614.1,1
4304,573,Hyderabad,Male,55,3,77334.885,1,0,1,57731.135,1
4305,555,Hyderabad,Male,49,7,64030.5,2,1,1,31187.55,0
4306,692,Bangalore,Female,30,2,0,2,1,0,45914.585,1
4307,476,Bangalore,Female,39,4,0,2,0,0,91273.52,0
4308,770,Hyderabad,Male,45,9,95339.01,1,1,1,7362.68,0
4309,641,Bangalore,Female,39,7,0,1,1,0,63498.335,0
4310,705,Bangalore,Female,34,5,0,1,1,0,66995.555,1
4311,784,Bangalore,Male,37,5,68356.455,1,0,1,84960.46,0
4312,727,Hyderabad,Female,51,1,77366.985,1,1,0,40129.835,1
4313,576,Bangalore,Female,40,4,56304.955,1,0,0,95517.59,1
4314,646,Hyderabad,Male,68,10,57731.22,1,1,0,20210.935,0
4315,638,Bangalore,Male,33,5,66750.68,1,0,1,77821.52,0
4316,632,Chennai,Male,29,1,29334.01,1,1,1,39335.26,0
4317,850,Hyderabad,Male,43,7,44559.13,1,1,0,52120.385,1
4318,492,Bangalore,Female,27,9,0,2,1,0,47978.545,0
4319,673,Chennai,Female,76,10,38255.26,2,0,1,29797.83,0
4320,609,Hyderabad,Male,33,7,70347.39,2,1,0,23133.315,0
4321,701,Chennai,Male,35,7,47724.16,2,1,0,94542.535,0
4322,651,Bangalore,Male,33,4,45781.495,1,1,1,61977.075,0
4323,508,Bangalore,Male,30,8,36270.74,1,1,0,64901.54,0
4324,616,Hyderabad,Female,42,3,60433.59,1,1,0,9380.96,1
4325,489,Bangalore,Male,33,5,0,1,0,0,21770.295,0
4326,567,Hyderabad,Female,44,1,78660.255,1,1,0,31096.96,0
4327,714,Hyderabad,Male,26,3,0,3,1,1,64565.045,0
4328,678,Chennai,Female,29,1,69838.475,2,0,1,8073,0
4329,581,Bangalore,Female,54,6,0,1,1,1,11221.065,0
4330,748,Hyderabad,Male,59,3,0,2,1,1,39097.185,0
4331,781,Bangalore,Female,18,3,0,2,1,1,62148.66,0
4332,691,Hyderabad,Male,20,3,51500.47,1,1,1,52324.29,0
4333,507,Chennai,Male,30,2,67118.535,1,1,1,83211.83,1
4334,724,Chennai,Male,33,6,59117.85,2,0,0,78568.615,0
4335,705,Hyderabad,Female,56,3,0,2,1,1,17067.07,0
4336,708,Hyderabad,Female,63,5,0,3,0,1,56260.035,1
4337,580,Chennai,Male,37,9,57721.095,2,1,0,64240.75,1
4338,850,Bangalore,Male,37,5,0,2,1,0,8245.82,0
4339,714,Hyderabad,Male,24,2,0,1,1,1,66489.715,0
4340,559,Bangalore,Female,42,1,0,2,1,1,98322.935,0
4341,577,Hyderabad,Female,43,8,57778.5,1,0,1,63753.38,0
4342,647,Chennai,Female,34,3,83259.315,2,1,0,73965.23,0
4343,554,Hyderabad,Male,29,6,67685.06,1,1,1,89844.525,1
4344,549,Chennai,Male,53,5,46438.665,1,1,0,1309.82,1
4345,528,Bangalore,Female,25,10,51036.835,2,0,0,83399.965,0
4346,720,Chennai,Male,45,3,48521.3,1,1,1,66758.255,1
4347,743,Hyderabad,Male,40,7,0,1,1,0,81868.045,1
4348,615,Chennai,Male,23,8,54264.035,2,0,0,89744.205,1
4349,635,Chennai,Female,43,2,39532.425,2,0,1,56645.875,0
4350,686,Hyderabad,Male,44,3,37137.435,3,1,0,32453.74,1
4351,840,Hyderabad,Female,35,6,0,2,1,0,70682.135,0
4352,695,Bangalore,Male,42,1,50210.55,1,1,1,50570.64,0
4353,564,Bangalore,Male,25,7,42003.44,2,0,0,91745.495,0
4354,805,Bangalore,Female,30,4,0,2,1,0,2399.06,0
4355,558,Hyderabad,Male,44,4,0,1,1,0,65903.57,0
4356,657,Bangalore,Female,38,4,40146.905,1,1,0,48596.38,0
4357,641,Bangalore,Female,41,7,62718.57,2,0,0,82064.29,0
4358,755,Bangalore,Male,35,8,0,2,1,0,88404.935,0
4359,483,Bangalore,Male,47,1,0,2,1,1,55029.69,0
4360,545,Chennai,Female,43,2,63768.22,1,1,0,54199.315,0
4361,678,Bangalore,Male,65,8,0,2,1,1,23558.515,0
4362,781,Chennai,Female,47,9,41397.09,1,1,0,62360.34,1
4363,571,Hyderabad,Female,21,3,54058.55,1,0,1,26664.35,0
4364,634,Hyderabad,Female,34,10,0,1,1,0,41317.205,0
4365,523,Chennai,Male,26,8,30844.305,2,1,0,73529.58,0
4366,501,Bangalore,Female,39,2,0,2,0,0,70973.46,0
4367,662,Bangalore,Male,73,6,0,2,1,0,61791.925,0
4368,573,Hyderabad,Male,49,0,79652.035,1,0,1,77957.62,1
4369,648,Chennai,Male,32,5,69332.12,1,1,0,14538.135,0
4370,662,Bangalore,Female,21,2,63181.285,2,1,1,48691.4,0
4371,725,Bangalore,Male,38,4,80326.225,2,1,0,28821.775,0
4372,563,Bangalore,Female,34,2,91786.42,1,1,1,33003.375,1
4373,628,Bangalore,Male,30,0,44210.905,1,0,0,36175.235,0
4374,546,Hyderabad,Female,44,2,0,1,0,0,98894.915,1
4375,688,Chennai,Male,40,2,56435.595,2,0,1,32760.37,0
4376,850,Chennai,Male,40,8,30440.34,1,1,0,15912.92,0
4377,614,Bangalore,Female,33,5,0,2,1,0,92780.945,0
4378,719,Bangalore,Female,36,9,50727.85,1,1,0,12901.795,1
4379,757,Bangalore,Female,70,0,44042.065,2,1,1,77168.735,0
4380,669,Bangalore,Male,28,7,0,2,1,1,69072.81,0
4381,438,Chennai,Male,58,7,63598.57,1,1,0,25782.99,1
4382,492,Bangalore,Male,38,7,0,2,0,1,35661.615,0
4383,622,Bangalore,Female,38,9,41728.395,2,0,0,19441.17,0
4384,645,Bangalore,Male,41,4,49149.09,1,1,1,338.03,0
4385,728,Bangalore,Male,36,0,0,2,1,1,36101.9,0
4386,651,Bangalore,Male,34,2,43455.9,1,1,0,87047.12,0
4387,783,Chennai,Female,41,2,69853.64,1,1,0,1075.11,0
4388,732,Hyderabad,Female,66,1,0,2,1,1,88891.52,0
4389,553,Hyderabad,Female,38,1,71438.49,2,1,0,22181.71,0
4390,660,Bangalore,Male,29,7,73150.655,1,0,0,48423.955,0
4391,670,Bangalore,Female,39,3,23682.225,1,1,1,74289.715,1
4392,718,Bangalore,Male,37,7,0,2,1,0,19154.17,0
4393,787,Bangalore,Male,50,0,29068.54,1,0,1,71269.155,0
4394,775,Chennai,Female,37,6,89943.205,2,0,0,76561.29,0
4395,479,Chennai,Male,23,6,53818.985,2,0,1,84752.915,0
4396,660,Bangalore,Female,19,6,83842.78,1,1,0,28964.95,0
4397,721,Chennai,Male,67,4,68262.995,1,0,0,87699.57,0
4398,659,Chennai,Male,38,8,26053.165,2,1,1,53982.18,0
4399,743,Bangalore,Female,38,8,0,1,1,0,47131.72,0
4400,670,Bangalore,Female,44,9,52465.19,1,1,0,77960.905,1
4401,766,Chennai,Female,33,6,53217.47,1,0,1,68997.83,1
4402,845,Hyderabad,Female,37,2,56401.96,1,1,0,89815.925,0
4403,710,Chennai,Female,45,10,60265.17,1,1,0,83293.495,1
4404,602,Chennai,Female,42,2,56820.745,4,1,0,57558.175,1
4405,604,Hyderabad,Male,42,2,72540.86,1,1,1,11940.81,0
4406,564,Hyderabad,Female,34,9,0,2,1,1,52918.69,0
4407,637,Chennai,Female,26,7,67921.445,1,1,1,50709.025,0
4408,527,Bangalore,Female,30,1,56101.625,1,1,0,91133.005,0
4409,687,Bangalore,Male,33,7,64947.595,1,0,1,14349.085,0
4410,756,Chennai,Male,40,6,74524.96,1,0,1,25211.18,1
4411,503,Chennai,Male,41,9,76639.695,1,1,1,75668.48,0
4412,657,Hyderabad,Male,41,5,20736.665,1,1,0,56489.8,1
4413,666,Bangalore,Female,39,2,0,2,0,0,18185.635,0
4414,615,Chennai,Male,38,5,56596.755,2,1,1,26083.125,0
4415,712,Chennai,Male,26,8,56587.105,2,1,0,73630.79,0
4416,764,Bangalore,Female,23,0,0,2,1,0,44362.245,0
4417,471,Bangalore,Male,41,3,82475.78,1,1,0,95265.885,0
4418,608,Hyderabad,Male,26,4,76662.55,1,1,1,99976.665,0
4419,682,Hyderabad,Female,46,10,67016.005,1,1,0,72145.485,0
4420,587,Chennai,Female,31,3,62722.52,2,1,1,65257.39,0
4421,714,Chennai,Female,34,6,63038.715,2,1,1,26977.12,0
4422,630,Hyderabad,Female,30,1,0,2,1,1,84901.365,0
4423,648,Chennai,Female,27,8,45185.545,1,1,1,73425.865,0
4424,785,Bangalore,Female,39,3,0,2,1,1,48416.41,0
4425,601,Chennai,Female,46,1,71401.01,1,1,1,28776.51,0
4426,717,Bangalore,Female,27,1,45268.58,1,0,1,37400.495,0
4427,707,Bangalore,Female,43,6,0,2,1,1,96271.085,0
4428,771,Bangalore,Female,22,7,78061.865,1,1,0,36495.31,0
4429,602,Bangalore,Female,34,5,0,2,1,0,15525.01,0
4430,626,Bangalore,Male,37,7,70537.295,1,1,0,26397.78,1
4431,588,Hyderabad,Male,58,4,0,2,1,1,13717.705,0
4432,616,Chennai,Female,41,6,58949.975,2,0,0,75133.405,0
4433,621,Hyderabad,Male,32,4,0,2,1,1,20149.615,0
4434,674,Bangalore,Male,25,6,83128.98,1,1,1,74684.705,0
4435,633,Hyderabad,Female,45,3,0,2,1,0,60125.29,0
4436,698,Chennai,Female,63,1,84681.215,1,1,0,42380.16,1
4437,508,Bangalore,Male,25,7,102981,1,1,0,78212.2,0
4438,736,Bangalore,Female,23,0,0,2,1,0,54677.865,1
4439,672,Chennai,Male,67,0,63030.755,2,1,1,92468.385,0
4440,613,Bangalore,Female,20,7,52813.975,1,1,1,18280.255,0
4441,712,Bangalore,Male,31,9,50303.01,1,1,0,82846.53,0
4442,624,Bangalore,Female,37,3,0,2,1,1,81833.425,0
4443,676,Bangalore,Male,37,1,0,2,0,1,17822.395,0
4444,683,Chennai,Female,31,0,69085.55,2,1,1,94101.79,0
4445,489,Bangalore,Female,30,7,69697.54,1,0,1,3060.42,0
4446,739,Bangalore,Male,28,1,0,2,1,1,82242.39,0
4447,701,Bangalore,Female,36,3,0,2,1,1,82134.14,0
4448,666,Chennai,Female,49,7,54531.14,1,1,1,70068.05,1
4449,565,Chennai,Female,39,1,44997.355,2,0,1,60542.135,0
4450,666,Bangalore,Male,35,3,0,2,1,0,17578.27,0
4451,633,Bangalore,Male,58,2,51998.37,1,1,1,51579.555,0
4452,578,Bangalore,Male,33,4,87555.555,1,1,1,37429.15,0
4453,812,Hyderabad,Female,48,8,33039.725,2,0,0,45778.285,1
4454,809,Chennai,Male,32,8,74027.87,1,0,0,99601.605,0
4455,615,Bangalore,Male,35,6,0,1,1,1,13505.9,1
4456,684,Hyderabad,Female,30,8,0,2,1,0,94318.525,0
4457,544,Bangalore,Male,39,8,0,2,1,0,30790.6,0
4458,713,Chennai,Male,46,1,47997.49,1,1,0,98764.615,0
4459,633,Bangalore,Male,36,2,0,2,1,0,91129.085,0
4460,672,Chennai,Female,22,10,55370.78,1,1,0,40389.25,0
4461,661,Bangalore,Male,34,5,0,1,1,0,77697.26,0
4462,749,Hyderabad,Female,27,3,0,1,1,0,1704.35,0
4463,635,Hyderabad,Female,31,8,0,2,1,1,9683.99,1
4464,850,Chennai,Female,69,1,48473.79,3,1,0,31141.495,1
4465,641,Bangalore,Male,40,6,0,2,1,0,32698.395,0
4466,633,Chennai,Male,29,2,54893.41,2,1,1,69856.405,0
4467,413,Hyderabad,Male,34,2,0,2,1,1,30486.42,0
4468,538,Bangalore,Male,30,1,0,2,1,0,687.73,0
4469,437,Bangalore,Female,38,0,51360.745,1,0,0,11095.91,0
4470,612,Hyderabad,Male,32,5,34739.285,1,1,0,4486.835,1
4471,516,Chennai,Female,52,1,78337.1,1,1,0,59251.17,1
4472,826,Hyderabad,Female,55,8,87253.05,2,0,1,80901.41,1
4473,660,Chennai,Female,22,6,83035.24,2,0,0,45247.36,0
4474,646,Chennai,Female,28,4,52978.72,1,1,0,7735.455,0
4475,767,Bangalore,Male,35,3,0,1,0,0,32573.635,0
4476,640,Bangalore,Male,39,8,55170.34,1,1,1,78943.3,0
4477,778,Bangalore,Male,32,1,0,2,1,0,42719.865,0
4478,679,Chennai,Male,51,9,67935.005,2,0,0,27019.31,0
4479,549,Bangalore,Male,30,4,0,2,0,1,12842.425,0
4480,598,Bangalore,Male,46,2,0,2,1,1,93058.27,0
4481,655,Bangalore,Female,44,0,0,2,1,0,83415.355,0
4482,494,Bangalore,Male,29,3,42852.475,1,0,1,13943.03,0
4483,653,Bangalore,Female,41,1,0,2,1,1,2884.16,0
4484,539,Chennai,Female,37,8,52717.87,1,0,0,40287.72,1
4485,645,Bangalore,Female,36,1,0,2,1,1,34493.775,0
4486,751,Chennai,Male,33,9,54256.625,2,1,1,13548.91,0
4487,528,Bangalore,Male,34,3,78343.55,1,1,0,99660.385,0
4488,696,Chennai,Male,30,3,75302.26,1,0,0,2783.3,0
4489,716,Bangalore,Female,43,6,77557.45,1,0,0,66935.915,0
4490,602,Bangalore,Female,34,8,0,2,1,1,76421.765,0
4491,647,Hyderabad,Female,63,1,45608,1,1,1,20900.09,0
4492,850,Chennai,Male,60,3,70892.01,1,1,1,46026.875,0
4493,590,Bangalore,Female,31,0,63881.62,1,1,0,50358.77,0
4494,825,Hyderabad,Female,31,1,0,2,1,1,21467.575,0
4495,850,Hyderabad,Male,30,6,41306.78,2,1,0,74585.46,0
4496,789,Bangalore,Female,31,7,34711.76,1,1,0,53749.695,0
4497,701,Bangalore,Female,41,6,43083.91,1,1,0,76671.19,0
4498,713,Hyderabad,Female,46,1,0,1,1,0,53912.54,1
4499,570,Bangalore,Male,29,2,65703.28,1,1,1,23976.225,0
4500,536,Chennai,Female,43,4,60949.41,1,0,0,65503.59,0
4501,771,Chennai,Male,31,9,38743.6,1,0,0,16571.52,0
4502,512,Bangalore,Female,74,2,0,1,1,0,61652.31,0
4503,698,Hyderabad,Male,44,5,82225.47,1,1,0,70985.01,1
4504,656,Bangalore,Male,32,7,69352.51,2,1,0,18568.075,0
4505,761,Hyderabad,Male,36,7,66365.085,1,1,0,99646.505,0
4506,709,Bangalore,Female,29,5,0,2,0,1,80694.11,0
4507,597,Hyderabad,Female,65,3,0,1,1,1,35266.265,0
4508,592,Bangalore,Male,27,2,58249.11,1,1,0,72145.125,0
4509,599,Bangalore,Female,40,1,0,2,1,0,48034.91,0
4510,572,Chennai,Female,34,1,69989.535,1,1,0,92831.42,0
4511,611,Chennai,Female,42,9,63608.155,2,0,1,8956.625,0
4512,634,Bangalore,Female,44,2,0,4,1,0,50519.765,1
4513,666,Bangalore,Male,50,2,74111.325,1,0,0,78476.77,1
4514,696,Bangalore,Female,40,8,0,2,0,0,14138.415,0
4515,669,Bangalore,Female,37,8,0,2,1,0,42024.58,0
4516,726,Hyderabad,Male,29,8,67076.145,1,1,1,73911.22,0
4517,497,Chennai,Female,31,8,55768.615,4,1,1,4748.995,1
4518,750,Hyderabad,Female,38,7,59782.96,1,1,0,43533.865,0
4519,850,Hyderabad,Female,28,7,0,2,1,0,11618.625,0
4520,617,Hyderabad,Male,37,7,0,1,1,1,13619.64,0
4521,652,Chennai,Male,45,10,60531.9,3,1,0,75740.93,1
4522,560,Hyderabad,Female,26,7,62497.99,1,1,1,57334.895,0
4523,629,Hyderabad,Male,38,5,0,2,0,0,58374.07,0
4524,660,Chennai,Female,51,4,43445.92,1,1,0,45438.88,0
4525,676,Bangalore,Male,37,8,0,2,1,1,66846.44,0
4526,581,Hyderabad,Male,42,9,39011.305,1,0,1,15331.455,0
4527,798,Bangalore,Male,33,9,77247.895,1,1,0,95697.94,0
4528,705,Bangalore,Male,37,1,94721.86,1,0,1,53324.29,0
4529,714,Hyderabad,Female,30,6,76463.3,1,1,1,25449.955,0
4530,664,Bangalore,Female,43,8,71494.845,1,1,1,57726.255,1
4531,697,Chennai,Male,42,7,57685.97,2,1,0,32069.55,0
4532,609,Bangalore,Male,36,6,0,2,0,1,11015.36,0
4533,548,Hyderabad,Male,37,0,89028.27,2,1,0,19217.365,0
4534,850,Hyderabad,Male,38,6,103007.47,2,0,1,21387.42,1
4535,656,Bangalore,Male,40,2,0,2,1,0,79486.885,0
4536,727,Chennai,Male,36,9,50595.915,1,1,1,17275.675,1
4537,642,Bangalore,Female,54,7,0,2,1,1,50757.88,0
4538,710,Hyderabad,Female,30,5,0,2,1,0,4780.865,0
4539,710,Hyderabad,Male,32,1,0,2,1,0,84156.585,0
4540,718,Bangalore,Female,36,7,0,2,1,1,27550.045,0
4541,586,Chennai,Male,31,1,74907.27,1,1,0,15915.03,0
4542,617,Hyderabad,Female,35,7,57808.62,1,1,1,35759.7,0
4543,630,Bangalore,Male,27,9,0,2,0,0,16299.675,0
4544,791,Chennai,Female,41,10,56828.705,2,0,1,69973.34,1
4545,673,Hyderabad,Male,38,8,69080,1,1,1,55234.255,0
4546,477,Chennai,Female,35,3,58850.43,1,0,0,37021,0
4547,662,Bangalore,Female,36,5,0,2,1,0,75935.92,0
4548,850,Chennai,Male,36,9,61253.19,1,0,1,99846.92,1
4549,635,Bangalore,Female,57,1,0,1,1,1,29453.54,1
4550,537,Bangalore,Male,58,9,0,2,0,0,51899.885,1
4551,579,Bangalore,Female,38,3,83250.585,2,1,0,46917.82,0
4552,651,Hyderabad,Female,45,4,44871.525,1,1,0,78212.785,1
4553,610,Bangalore,Female,24,2,0,2,1,0,61861.915,0
4554,581,Bangalore,Male,29,1,0,2,1,0,99732.04,0
4555,592,Bangalore,Male,38,7,0,2,1,0,41542.165,0
4556,688,Hyderabad,Female,34,6,0,1,1,0,12744.215,1
4557,681,Bangalore,Female,17,1,49447.195,1,1,1,4798.2,0
4558,658,Chennai,Male,36,3,84367.87,2,0,0,35185.12,0
4559,792,Bangalore,Male,33,1,0,1,0,1,43165.16,0
4560,528,Chennai,Female,61,7,66600.585,1,0,0,84253.84,1
4561,624,Hyderabad,Female,35,0,0,2,1,0,55802.95,0
4562,562,Chennai,Male,30,4,63618.625,2,0,1,71658.71,0
4563,678,Chennai,Male,35,1,58932.425,2,1,0,13809.53,0
4564,705,Chennai,Female,63,3,76734.63,3,0,0,73286.83,1
4565,650,Chennai,Male,22,4,46955.65,2,1,0,34527.725,0
4566,593,Hyderabad,Female,45,2,38298.895,1,1,1,27226.86,0
4567,652,Bangalore,Female,39,4,39963.68,2,1,1,16762.3,0
4568,554,Hyderabad,Female,26,4,0,2,1,1,67541.865,0
4569,584,Chennai,Male,31,8,20086.455,1,1,1,68719.67,0
4570,516,Bangalore,Male,32,7,57597.79,1,1,1,5602.75,0
4571,789,Chennai,Female,42,9,58322.145,2,1,1,30088.05,0
4572,598,Chennai,Male,19,8,90146.92,2,1,1,14776.35,0
4573,669,Chennai,Female,29,7,69936.405,1,1,0,94397.925,0
4574,645,Bangalore,Female,23,3,17273.91,1,1,1,5819.085,0
4575,659,Bangalore,Female,31,9,0,2,1,1,46577.875,0
4576,833,Chennai,Male,28,1,48231.125,2,0,1,24493.09,0
4577,697,Hyderabad,Female,39,7,65167.175,2,0,1,58475.55,0
4578,580,Chennai,Male,38,3,59844.405,1,1,0,68520.63,0
4579,691,Bangalore,Male,37,1,0,2,0,0,22326.75,0
4580,534,Bangalore,Male,51,1,0,3,1,1,52017.705,1
4581,478,Bangalore,Female,31,6,35593.62,1,1,1,55296.81,0
4582,572,Bangalore,Female,46,2,0,2,1,0,18049.85,0
4583,501,Bangalore,Male,36,4,0,2,0,0,6235.15,0
4584,624,Hyderabad,Female,37,8,0,2,1,0,47701.705,0
4585,595,Bangalore,Female,38,9,68211.205,1,1,1,75878.905,0
4586,603,Bangalore,Male,29,8,0,2,1,1,23768.23,0
4587,602,Bangalore,Female,24,0,0,2,1,1,50637.085,0
4588,500,Bangalore,Female,33,6,0,1,1,1,70134.225,0
4589,422,Bangalore,Male,40,6,76619.44,1,1,0,5831.545,0
4590,615,Bangalore,Male,34,7,0,2,1,0,75392.145,0
4591,635,Bangalore,Female,77,6,23768.2,1,1,1,59700.04,0
4592,711,Bangalore,Female,31,1,0,2,1,0,63094.21,0
4593,834,Bangalore,Male,35,8,71441.245,1,1,0,44991.51,1
4594,633,Bangalore,Female,43,7,0,2,1,0,14880.645,0
4595,650,Bangalore,Female,30,1,80283.055,2,0,0,13536.905,0
4596,743,Chennai,Male,64,2,65967.755,1,1,1,48199.835,1
4597,567,Bangalore,Male,37,6,63839.4,2,0,0,22711.445,0
4598,706,Chennai,Female,45,4,52607.29,1,1,0,54349.795,1
4599,638,Bangalore,Male,45,9,69929.77,1,1,0,19483.645,0
4600,641,Bangalore,Female,37,3,0,2,1,0,58233.095,0
4601,574,Bangalore,Female,33,5,56162.225,2,1,1,8996.715,0
4602,642,Chennai,Male,29,8,67248.635,1,0,0,21625.27,0
4603,722,Hyderabad,Female,34,1,60085.79,1,1,0,62620.4,0
4604,623,Bangalore,Male,22,1,53006.1,2,0,1,95707.97,0
4605,681,Bangalore,Male,24,5,0,1,0,1,45430.485,0
4606,530,Bangalore,Female,33,8,0,2,0,1,70936.26,0
4607,797,Bangalore,Female,54,10,0,4,1,1,24709.435,1
4608,653,Bangalore,Male,50,3,0,1,1,0,85213.325,1
4609,850,Chennai,Male,41,8,59919.845,1,0,1,25508.01,1
4610,581,Hyderabad,Male,33,1,0,2,0,1,40587.625,0
4611,589,Chennai,Male,37,8,46109.605,1,1,0,49553.485,0
4612,555,Chennai,Male,47,3,71027.705,2,0,1,39567.39,0
4613,748,Bangalore,Female,48,7,14801.04,1,0,0,81775.29,1
4614,745,Bangalore,Female,45,7,0,2,1,1,33884.97,0
4615,730,Bangalore,Male,33,1,0,2,1,1,63296.005,0
4616,565,Bangalore,Female,43,1,0,2,0,1,44801.405,0
4617,778,Bangalore,Male,36,3,70901.885,1,0,1,89710.92,0
4618,812,Bangalore,Male,23,10,0,2,1,1,78453.075,0
4619,526,Bangalore,Male,41,1,0,1,0,1,84243.01,0
4620,708,Bangalore,Female,46,0,63294.56,2,0,1,66365.035,1
4621,680,Bangalore,Male,32,2,54196.675,1,0,1,19528.835,0
4622,567,Hyderabad,Male,42,2,57821.79,2,0,0,87303.175,0
4623,564,Hyderabad,Male,47,5,66438.115,1,1,0,39629.885,0
4624,709,Bangalore,Female,23,3,55474.705,1,1,1,84257.805,0
4625,629,Bangalore,Male,45,1,65333.1,1,1,1,80562.835,1
4626,510,Bangalore,Female,44,10,51910.735,2,0,1,38939.31,0
4627,506,Bangalore,Female,31,3,0,1,1,1,40411.51,0
4628,605,Bangalore,Male,38,7,0,1,0,1,59674.14,0
4629,650,Hyderabad,Male,31,1,66093.865,2,1,1,89165.68,0
4630,850,Chennai,Male,48,8,49324.775,1,1,0,59587.44,1
4631,489,Chennai,Male,37,2,63222.04,2,1,1,41331.365,0
4632,659,Chennai,Female,29,8,77079.755,1,1,0,20220.55,0
4633,753,Bangalore,Female,42,5,0,2,1,0,54940.855,0
4634,477,Chennai,Male,47,8,64625,2,1,1,78968.675,0
4635,610,Hyderabad,Female,44,3,0,1,1,0,19138.42,1
4636,619,Bangalore,Female,32,2,83866.755,2,1,1,32611.24,0
4637,619,Chennai,Female,30,2,28058.15,2,0,0,1090.97,0
4638,758,Bangalore,Female,29,3,70790.54,1,1,0,78124.53,0
4639,516,Chennai,Male,49,7,69837.535,2,1,0,22795.615,0
4640,789,Bangalore,Female,26,8,33100.98,1,1,1,39729.06,0
4641,687,Bangalore,Female,43,9,0,2,0,0,51521.1,1
4642,485,Chennai,Male,33,3,66829.12,1,1,0,35104.915,0
4643,446,Chennai,Male,24,3,68101.39,1,1,0,88371.755,0
4644,597,Bangalore,Female,59,0,65889.04,1,0,0,5351.765,1
4645,712,Hyderabad,Male,73,5,0,2,0,0,75712.91,0
4646,522,Bangalore,Female,33,3,0,2,1,1,1947.17,0
4647,805,Chennai,Female,25,8,21356.435,2,1,1,14430.845,0
4648,781,Bangalore,Female,27,4,0,2,1,0,88851.575,0
4649,689,Hyderabad,Female,56,4,0,2,1,0,68324.9,1
4650,670,Chennai,Male,30,1,71315.77,2,1,1,87947.12,0
4651,670,Bangalore,Male,32,2,70602.325,2,1,0,38128.73,0
4652,524,Chennai,Female,24,7,65701.105,1,0,0,96834.245,0
4653,734,Hyderabad,Female,38,3,46318.48,2,1,1,62835.645,0
4654,489,Bangalore,Female,50,3,0,2,0,1,87049.14,1
4655,578,Chennai,Female,30,5,51044.34,4,0,0,93933.105,1
4656,622,Hyderabad,Male,38,9,0,2,0,1,50431.18,0
4657,843,Bangalore,Female,37,8,67443.765,1,1,1,5402.02,0
4658,687,Bangalore,Male,47,4,0,2,1,1,85446.925,0
4659,700,Hyderabad,Male,27,8,79950.19,1,0,0,11349.28,0
4660,410,Chennai,Female,49,2,51139.395,2,1,0,44911.24,0
4661,537,Bangalore,Female,40,0,0,2,0,1,87631.245,0
4662,780,Bangalore,Female,42,0,0,1,0,1,7852.635,0
4663,652,Hyderabad,Male,57,6,0,2,0,1,85012.715,0
4664,620,Chennai,Male,34,0,38494.985,1,1,1,8621.395,0
